month,town,flat_type,block,street_name,floor_area_sqm,flat_model,lease_commence_date,num_transactions,min_price,max_price,avg_price,total_price
2015-12,BEDOK,4 ROOM,112,BEDOK RESERVOIR RD,99,New Generation,1985,3,380000,470000,433333,1300000
2015-06,BEDOK,3 ROOM,113,BEDOK RESERVOIR RD,67,New Generation,1985,4,282000,408000,343500,1374000
2015-01,BEDOK,EXECUTIVE,114,BEDOK RESERVOIR RD,148,Maisonette,1985,8,575000,680000,629375,5035000
2015-08,BEDOK,EXECUTIVE,115,BEDOK RESERVOIR RD,148,Maisonette,1985,2,555000,680000,617500,1235000
2015-07,BEDOK,4 ROOM,116,BEDOK RESERVOIR RD,93,New Generation,1986,4,303000,405000,354500,1418000
2015-03,BEDOK,4 ROOM,117,BEDOK RESERVOIR RD,93,New Generation,1985,5,281000,396000,333000,1665000
2016-07,BEDOK,4 ROOM,118,BEDOK RESERVOIR RD,91,New Generation,1985,1,350000,350000,350000,350000
2015-02,BEDOK,4 ROOM,119,BEDOK RESERVOIR RD,91,New Generation,1985,1,390000,390000,390000,390000
2015-08,BEDOK,4 ROOM,120,BEDOK RESERVOIR RD,91,New Generation,1985,5,390000,415000,398960,1994800
2015-12,BEDOK,3 ROOM,121,BEDOK RESERVOIR RD,67,New Generation,1985,2,301000,390000,345500,691000
2015-10,BEDOK,4 ROOM,122,BEDOK RESERVOIR RD,84,Simplified,1987,7,375000,452000,401714,2812000
2015-03,BEDOK,4 ROOM,123,BEDOK RESERVOIR RD,84,Simplified,1987,3,380000,390000,386667,1160000
2015-02,BEDOK,4 ROOM,124,BEDOK RESERVOIR RD,103,Model A,1987,4,330000,420000,378000,1512000
2015-02,BEDOK,4 ROOM,125,BEDOK RESERVOIR RD,84,Simplified,1987,5,365000,440000,407200,2036000
2016-08,BEDOK,3 ROOM,126,BEDOK RESERVOIR RD,70,Simplified,1987,2,285000,415000,350000,700000
2015-07,BEDOK,3 ROOM,127,BEDOK RESERVOIR RD,64,Simplified,1986,3,290000,410000,365000,1095000
2015-07,BEDOK,5 ROOM,128,BEDOK RESERVOIR RD,122,Improved,1986,6,350000,500000,431148,2586888
2016-04,BEDOK,EXECUTIVE,130,BEDOK RESERVOIR RD,143,Maisonette,1987,3,655000,710000,680000,2040000
2015-01,BEDOK,4 ROOM,131,BEDOK RESERVOIR RD,83,Simplified,1987,8,345000,425000,382750,3062000
2015-03,BEDOK,4 ROOM,132,BEDOK RESERVOIR RD,84,Simplified,1987,4,368000,415000,385750,1543000
2015-08,BEDOK,4 ROOM,133,BEDOK RESERVOIR RD,84,Simplified,1987,5,340000,420000,371000,1855000
2016-01,BEDOK,4 ROOM,134,BEDOK RESERVOIR RD,84,Simplified,1987,3,375000,430000,411667,1235000
2016-06,BEDOK,4 ROOM,135,BEDOK RESERVOIR RD,103,Model A,1987,2,438888,440000,439444,878888
2015-07,BEDOK,4 ROOM,136,BEDOK RESERVOIR RD,88,Simplified,1988,2,360000,400800,380400,760800
2015-12,BEDOK,EXECUTIVE,137,BEDOK RESERVOIR RD,143,Maisonette,1987,4,615000,637000,626500,2506000
2016-09,BEDOK,3 ROOM,138,BEDOK RESERVOIR RD,70,Simplified,1986,1,288000,288000,288000,288000
2015-08,BEDOK,3 ROOM,139,BEDOK RESERVOIR RD,64,Simplified,1988,4,278000,400000,362000,1448000
2015-02,BEDOK,4 ROOM,140,BEDOK RESERVOIR RD,84,Simplified,1986,3,352000,515000,419000,1257000
2015-04,BEDOK,4 ROOM,141,BEDOK RESERVOIR RD,84,Simplified,1986,5,353000,538000,428200,2141000
2015-03,BEDOK,5 ROOM,142,BEDOK RESERVOIR RD,122,Improved,1986,10,350000,510000,403900,4039000
2015-06,BEDOK,3 ROOM,143,BEDOK RESERVOIR RD,64,Simplified,1987,4,268000,400000,307250,1229000
2015-05,BEDOK,3 ROOM,144,BEDOK RESERVOIR RD,64,Simplified,1987,5,270000,280000,275000,1375000
2015-04,BEDOK,EXECUTIVE,145,BEDOK RESERVOIR RD,143,Maisonette,1987,3,570000,650000,616000,1848000
2015-03,BEDOK,4 ROOM,146,BEDOK RESERVOIR RD,84,Simplified,1986,4,357000,415000,380500,1522000
2015-01,BEDOK,4 ROOM,147,BEDOK RESERVOIR RD,84,Simplified,1987,7,350000,460000,386571,2706000
2015-06,BEDOK,4 ROOM,148,BEDOK RESERVOIR RD,84,Simplified,1987,5,345000,390000,365600,1828000
2015-03,BEDOK,4 ROOM,149,BEDOK RESERVOIR RD,84,Simplified,1987,7,345000,435000,391857,2743000
2015-05,BEDOK,4 ROOM,150,BEDOK RESERVOIR RD,84,Simplified,1988,6,280000,388000,343500,2061000
2015-03,BEDOK,3 ROOM,151,BEDOK RESERVOIR RD,63,Simplified,1988,3,288000,310000,301000,903000
2016-06,BEDOK,5 ROOM,601,BEDOK RESERVOIR RD,121,Improved,1982,1,495000,495000,495000,495000
2015-01,BEDOK,5 ROOM,602,BEDOK RESERVOIR RD,121,Improved,1982,4,440000,468000,448750,1795000
2015-10,BEDOK,5 ROOM,603,BEDOK RESERVOIR RD,120,Improved,1982,6,380000,475000,444648,2667888
2015-05,BEDOK,5 ROOM,604,BEDOK RESERVOIR RD,121,Improved,1982,3,390000,440000,421667,1265000
2015-07,BEDOK,4 ROOM,605,BEDOK RESERVOIR RD,98,New Generation,1982,6,384500,488000,442083,2652500
2015-06,BEDOK,3 ROOM,606,BEDOK RESERVOIR RD,81,New Generation,1982,6,291000,410000,322315,1933888
2015-03,BEDOK,5 ROOM,607,BEDOK RESERVOIR RD,121,Improved,1983,4,430000,475000,450000,1800000
2015-01,BEDOK,3 ROOM,608,BEDOK RESERVOIR RD,67,New Generation,1982,5,300000,373000,324200,1621000
2015-06,BEDOK,3 ROOM,609,BEDOK RESERVOIR RD,67,New Generation,1982,8,273500,380000,314062,2512500
2015-01,BEDOK,5 ROOM,611,BEDOK RESERVOIR RD,123,Improved,1993,2,420000,469000,444500,889000
2015-03,BEDOK,5 ROOM,612,BEDOK RESERVOIR RD,121,Improved,1981,3,402000,483000,436667,1310000
2015-05,BEDOK,5 ROOM,613,BEDOK RESERVOIR RD,121,Improved,1981,7,375000,468000,440143,3081000
2015-07,BEDOK,4 ROOM,613B,BEDOK RESERVOIR RD,102,Model A,1998,8,400000,520000,455947,3647576
2015-02,BEDOK,3 ROOM,614,BEDOK RESERVOIR RD,67,New Generation,1981,10,273000,425000,329200,3292000
2015-04,BEDOK,3 ROOM,615,BEDOK RESERVOIR RD,68,New Generation,1981,5,286000,349800,311360,1556800
2015-09,BEDOK,3 ROOM,616,BEDOK RESERVOIR RD,68,New Generation,1982,10,288000,345000,303900,3039000
2015-12,BEDOK,3 ROOM,617,BEDOK RESERVOIR RD,60,Improved,1986,4,240000,297000,279250,1117000
2015-03,BEDOK,2 ROOM,618,BEDOK RESERVOIR RD,45,Improved,1986,8,245000,305000,273500,2188000
2015-01,BEDOK,2 ROOM,620,BEDOK RESERVOIR RD,45,Improved,1986,16,220000,420000,278243,4451888
2015-12,BEDOK,5 ROOM,621,BEDOK RESERVOIR RD,121,Improved,1983,2,455000,460000,457500,915000
2015-05,BEDOK,4 ROOM,622,BEDOK RESERVOIR RD,92,New Generation,1981,6,350000,395000,374667,2248000
2015-03,BEDOK,4 ROOM,623,BEDOK RESERVOIR RD,91,New Generation,1981,4,388000,430000,407722,1630888
2015-12,BEDOK,4 ROOM,624,BEDOK RESERVOIR RD,99,New Generation,1981,1,385000,385000,385000,385000
2015-04,BEDOK,3 ROOM,625,BEDOK RESERVOIR RD,68,New Generation,1981,4,285000,380000,324500,1298000
2015-04,BEDOK,4 ROOM,626,BEDOK RESERVOIR RD,91,New Generation,1981,5,355000,435000,401680,2008400
2016-04,BEDOK,4 ROOM,627,BEDOK RESERVOIR RD,91,New Generation,1981,3,360000,400000,381667,1145000
2015-06,BEDOK,3 ROOM,628,BEDOK RESERVOIR RD,67,New Generation,1983,6,275000,315800,299800,1798800
2015-01,BEDOK,EXECUTIVE,629,BEDOK RESERVOIR RD,173,Apartment,1993,7,585000,763000,682000,4774000
2015-04,BEDOK,3 ROOM,631,BEDOK RESERVOIR RD,67,New Generation,1982,5,267000,340000,302400,1512000
2016-01,BEDOK,3 ROOM,632,BEDOK RESERVOIR RD,67,New Generation,1982,1,290000,290000,290000,290000
2016-03,BEDOK,EXECUTIVE,636,BEDOK RESERVOIR RD,142,Apartment,1993,3,680000,700000,687333,2062000
2015-09,BEDOK,EXECUTIVE,637,BEDOK RESERVOIR RD,142,Apartment,1993,1,680000,680000,680000,680000
2015-06,BEDOK,EXECUTIVE,639,BEDOK RESERVOIR RD,143,Apartment,1993,5,640000,695000,652400,3262000
2015-04,BEDOK,EXECUTIVE,640,BEDOK RESERVOIR RD,146,Apartment,1993,1,725000,725000,725000,725000
2015-09,BEDOK,EXECUTIVE,641,BEDOK RESERVOIR RD,144,Apartment,1993,1,710000,710000,710000,710000
2015-12,BEDOK,EXECUTIVE,642,BEDOK RESERVOIR RD,144,Apartment,1993,2,640000,670000,655000,1310000
2016-07,BEDOK,EXECUTIVE,643,BEDOK RESERVOIR RD,145,Apartment,1993,3,665000,720000,688333,2065000
2015-04,BEDOK,4 ROOM,701,BEDOK RESERVOIR RD,93,New Generation,1980,5,275000,418000,360600,1803000
2015-06,BEDOK,3 ROOM,702,BEDOK RESERVOIR RD,68,New Generation,1980,7,300000,390000,335429,2348000
2015-01,BEDOK,3 ROOM,703,BEDOK RESERVOIR RD,68,New Generation,1980,9,285000,380000,321321,2891888
2015-02,BEDOK,3 ROOM,704,BEDOK RESERVOIR RD,68,New Generation,1981,4,290000,380000,318750,1275000
2015-01,BEDOK,3 ROOM,709,BEDOK RESERVOIR RD,68,New Generation,1981,11,288000,385000,326727,3594000
2015-08,BEDOK,5 ROOM,710,BEDOK RESERVOIR RD,121,Improved,1980,4,413000,488888,442972,1771888
2015-02,BEDOK,5 ROOM,711,BEDOK RESERVOIR RD,121,Improved,1980,3,525000,590000,548333,1645000
2015-02,BEDOK,3 ROOM,712,BEDOK RESERVOIR RD,68,New Generation,1981,4,290000,398000,333250,1333000
2015-06,BEDOK,3 ROOM,713,BEDOK RESERVOIR RD,68,New Generation,1981,6,290000,401358,328624,1971746
2015-04,BEDOK,5 ROOM,714,BEDOK RESERVOIR RD,121,Improved,1980,1,526000,526000,526000,526000
2016-02,BEDOK,5 ROOM,715,BEDOK RESERVOIR RD,121,Improved,1980,2,473000,573000,523000,1046000
2016-04,BEDOK,EXECUTIVE,716,BEDOK RESERVOIR RD,143,Apartment,1984,1,670000,670000,670000,670000
2015-06,BEDOK,5 ROOM,717,BEDOK RESERVOIR RD,140,Model A-Maisonette,1984,7,489000,693088,616266,4313864
2015-04,BEDOK,4 ROOM,718,BEDOK RESERVOIR RD,104,Model A,1984,7,375000,530000,425841,2980888
2015-12,BEDOK,EXECUTIVE,719,BEDOK RESERVOIR RD,147,Maisonette,1984,2,690000,720000,705000,1410000
2015-08,BEDOK,EXECUTIVE,721,BEDOK RESERVOIR RD,148,Maisonette,1984,6,655000,706000,674833,4049000
2015-08,BEDOK,5 ROOM,722,BEDOK RESERVOIR RD,139,Model A-Maisonette,1984,6,438888,730000,569981,3419888
2015-02,BEDOK,4 ROOM,723,BEDOK RESERVOIR RD,103,Model A,1984,5,419000,610000,460400,2302000
2015-01,BEDOK,4 ROOM,724,BEDOK RESERVOIR RD,103,Model A,1984,4,385000,418000,404222,1616888
2015-06,BEDOK,EXECUTIVE,725,BEDOK RESERVOIR RD,142,Apartment,1984,7,615000,735000,678571,4750000
2015-07,BEDOK,3 ROOM,740,BEDOK RESERVOIR RD,82,New Generation,1986,3,290000,326000,305333,916000
2015-10,BEDOK,3 ROOM,742,BEDOK RESERVOIR RD,82,New Generation,1986,2,310000,312000,311000,622000
2015-03,BEDOK,5 ROOM,761,BEDOK RESERVOIR VIEW,115,Premium Apartment,2000,7,435000,570000,505286,3537000
2015-04,BEDOK,4 ROOM,762,BEDOK RESERVOIR VIEW,105,Premium Apartment,2000,9,448000,600000,533778,4804000
2015-02,BEDOK,4 ROOM,763,BEDOK RESERVOIR VIEW,105,Premium Apartment,2000,6,493888,560000,526148,3156888
2015-12,BEDOK,4 ROOM,764,BEDOK RESERVOIR VIEW,105,Premium Apartment,2000,1,518000,518000,518000,518000
2015-06,BEDOK,4 ROOM,765,BEDOK RESERVOIR VIEW,105,Premium Apartment,2000,3,480000,570000,538333,1615000
2015-04,BEDOK,4 ROOM,766,BEDOK RESERVOIR VIEW,105,Premium Apartment,2000,6,520000,575000,540333,3242000
2015-03,BEDOK,4 ROOM,767,BEDOK RESERVOIR VIEW,105,Premium Apartment,2000,3,440000,590000,515000,1545000
2015-01,BEDOK,4 ROOM,768,BEDOK RESERVOIR VIEW,105,Premium Apartment,2000,3,530000,538000,532667,1598000
2015-04,BEDOK,4 ROOM,769,BEDOK RESERVOIR VIEW,105,Premium Apartment,2000,5,446000,615000,514600,2573000
2015-10,BEDOK,4 ROOM,770,BEDOK RESERVOIR VIEW,105,Premium Apartment,2000,5,432100,570000,504420,2522099
2015-12,BEDOK,4 ROOM,771,BEDOK RESERVOIR VIEW,105,Premium Apartment,2000,5,460000,538000,505000,2525000
2015-01,BEDOK,4 ROOM,772,BEDOK RESERVOIR VIEW,107,Premium Apartment,2000,5,485000,536000,513200,2566000
2015-02,BEDOK,5 ROOM,773,BEDOK RESERVOIR VIEW,115,Premium Apartment,2000,5,535000,620000,578578,2892888
2015-01,BEDOK,4 ROOM,774,BEDOK RESERVOIR VIEW,107,Premium Apartment,2000,19,371000,625000,518789,9857000
2015-05,BEDOK,3 ROOM,1,BEDOK STH AVE 1,59,Improved,1976,8,290000,340000,306375,2451000
2015-01,BEDOK,3 ROOM,2,BEDOK STH AVE 1,65,Improved,1976,13,280000,339000,306769,3988000
2015-02,BEDOK,4 ROOM,22,BEDOK STH AVE 1,98,New Generation,1977,4,350000,405000,370722,1482888
2015-02,BEDOK,3 ROOM,23,BEDOK STH AVE 1,73,New Generation,1977,7,350000,478500,388500,2719500
2015-02,BEDOK,3 ROOM,3,BEDOK STH AVE 1,59,Improved,1976,6,268000,340000,307500,1845000
2015-08,BEDOK,3 ROOM,4,BEDOK STH AVE 1,65,Improved,1976,15,275000,375000,300400,4506000
2015-01,BEDOK,EXECUTIVE,10D,BEDOK STH AVE 2,141,Apartment,1995,4,630000,840000,745000,2980000
2015-06,BEDOK,EXECUTIVE,10E,BEDOK STH AVE 2,142,Apartment,1993,3,725000,858000,811000,2433000
2015-07,BEDOK,EXECUTIVE,10F,BEDOK STH AVE 2,147,Apartment,1993,2,700000,840000,770000,1540000
2015-09,BEDOK,5 ROOM,14,BEDOK STH AVE 2,132,Model A,1995,2,775000,780000,777500,1555000
2016-08,BEDOK,5 ROOM,31,BEDOK STH AVE 2,120,Standard,1978,3,590888,700000,630296,1890888
2015-10,BEDOK,5 ROOM,32,BEDOK STH AVE 2,115,Standard,1978,1,605000,605000,605000,605000
2015-05,BEDOK,3 ROOM,33,BEDOK STH AVE 2,88,New Generation,1978,5,345000,390000,371000,1855000
2015-01,BEDOK,4 ROOM,34,BEDOK STH AVE 2,90,Improved,1977,6,358000,417000,401000,2406000
2015-01,BEDOK,4 ROOM,35,BEDOK STH AVE 2,90,Improved,1977,15,365000,423000,389600,5844000
2015-04,BEDOK,4 ROOM,36,BEDOK STH AVE 2,84,Improved,1977,9,330000,402888,369543,3325888
2015-01,BEDOK,4 ROOM,37,BEDOK STH AVE 2,84,Improved,1977,14,340000,410000,367135,5139888
2015-03,BEDOK,4 ROOM,5,BEDOK STH AVE 2,82,Improved,1976,6,360000,412000,386833,2321000
2015-01,BEDOK,4 ROOM,6,BEDOK STH AVE 2,82,Improved,1976,3,358000,408000,388667,1166000
2015-10,BEDOK,4 ROOM,7,BEDOK STH AVE 2,82,Improved,1976,2,352000,390000,371000,742000
2015-02,BEDOK,4 ROOM,8,BEDOK STH AVE 2,82,Improved,1976,5,375000,408000,397100,1985500
2015-12,BEDOK,5 ROOM,9,BEDOK STH AVE 2,133,Model A,1993,3,635000,700000,671667,2015000
2015-03,BEDOK,4 ROOM,156,BEDOK STH AVE 3,84,Simplified,1985,6,350000,655000,442500,2655000
2015-08,BEDOK,4 ROOM,157,BEDOK STH AVE 3,83,Simplified,1985,5,350000,495000,416000,2080000
2016-06,BEDOK,3 ROOM,158,BEDOK STH AVE 3,64,Simplified,1985,1,310000,310000,310000,310000
2015-09,BEDOK,4 ROOM,159,BEDOK STH AVE 3,83,Simplified,1985,2,363000,410000,386500,773000
2015-03,BEDOK,EXECUTIVE,160,BEDOK STH AVE 3,146,Maisonette,1986,5,630000,725000,693700,3468500
2015-06,BEDOK,EXECUTIVE,161,BEDOK STH AVE 3,151,Maisonette,1985,1,675000,675000,675000,675000
2015-04,BEDOK,4 ROOM,166,BEDOK STH AVE 3,83,Simplified,1985,2,368000,385000,376500,753000
2016-09,BEDOK,EXECUTIVE,167,BEDOK STH AVE 3,146,Maisonette,1986,1,760000,760000,760000,760000
2016-10,BEDOK,3 ROOM,168,BEDOK STH AVE 3,64,Simplified,1986,1,298000,298000,298000,298000
2015-03,BEDOK,4 ROOM,169,BEDOK STH AVE 3,105,Model A,1985,2,400000,430000,415000,830000
2015-01,BEDOK,5 ROOM,66,BEDOK STH AVE 3,123,Standard,1977,7,635000,748000,676429,4735000
2015-01,BEDOK,5 ROOM,67,BEDOK STH AVE 3,123,Standard,1977,2,700000,768000,734000,1468000
2015-02,BEDOK,5 ROOM,68,BEDOK STH AVE 3,123,Standard,1977,3,620000,718000,678667,2036000
2015-06,BEDOK,3 ROOM,69,BEDOK STH AVE 3,82,New Generation,1978,5,310000,625000,409600,2048000
2015-09,BEDOK,5 ROOM,72,BEDOK STH AVE 3,123,Standard,1978,4,635000,670000,654500,2618000
2015-06,BEDOK,4 ROOM,15,BEDOK STH RD,88,Improved,1976,6,365000,450000,403833,2423000
2016-04,BEDOK,EXECUTIVE,162,BEDOK STH RD,152,Maisonette,1985,1,800000,800000,800000,800000
2016-09,BEDOK,4 ROOM,163,BEDOK STH RD,83,Simplified,1985,1,468000,468000,468000,468000
2015-09,BEDOK,4 ROOM,164,BEDOK STH RD,84,Simplified,1986,2,373000,386888,379944,759888
2015-08,BEDOK,4 ROOM,165,BEDOK STH RD,83,Simplified,1985,6,370000,509000,417500,2505000
2015-10,BEDOK,4 ROOM,171,BEDOK STH RD,84,Simplified,1985,3,366000,378000,370963,1112888
2015-01,BEDOK,5 ROOM,172,BEDOK STH RD,122,Improved,1985,3,362000,575000,440667,1322000
2015-01,BEDOK,3 ROOM,18,BEDOK STH RD,65,Improved,1976,13,280000,388000,301500,3919500
2015-05,BEDOK,5 ROOM,19,BEDOK STH RD,114,Standard,1976,1,638000,638000,638000,638000
2015-04,BEDOK,5 ROOM,20,BEDOK STH RD,114,Standard,1976,8,590000,720000,661250,5290000
2015-06,BEDOK,5 ROOM,21,BEDOK STH RD,117,Standard,1976,3,660000,687000,670667,2012000
2015-01,BEDOK,2 ROOM,38,BEDOK STH RD,44,Improved,1978,4,242000,255000,251250,1005000
2015-06,BEDOK,3 ROOM,39,BEDOK STH RD,67,New Generation,1978,10,282000,418000,322250,3222500
2015-06,BEDOK,3 ROOM,40,BEDOK STH RD,67,New Generation,1978,6,288000,355000,323833,1943000
2015-07,BEDOK,4 ROOM,41,BEDOK STH RD,84,Improved,1977,5,325888,398000,357778,1788888
2015-04,BEDOK,4 ROOM,42,BEDOK STH RD,84,Improved,1977,6,350000,415000,375500,2253000
2015-08,BEDOK,4 ROOM,43,BEDOK STH RD,84,Improved,1977,5,300000,380000,355178,1775888
2015-10,BEDOK,4 ROOM,44,BEDOK STH RD,84,Improved,1977,2,355000,358000,356500,713000
2015-06,BEDOK,3 ROOM,70,BEDOK STH RD,67,New Generation,1978,4,302000,430000,355500,1422000
2015-04,BEDOK,3 ROOM,71,BEDOK STH RD,67,New Generation,1978,5,300000,400000,352800,1764000
2015-04,KALLANG/WHAMPOA,3 ROOM,23,BENDEMEER RD,68,Improved,1972,3,338000,375000,357667,1073000
2015-08,KALLANG/WHAMPOA,3 ROOM,24,BENDEMEER RD,68,Improved,1972,1,375000,375000,375000,375000
2015-01,KALLANG/WHAMPOA,3 ROOM,26,BENDEMEER RD,71,Improved,1972,5,375000,500000,429000,2145000
